source,target,weight
875,1322,1130.0
875,1339,15942.0
875,1352,13338.0
875,1353,45821.0
875,1356,16503.0
875,1359,49.0
875,1372,332754.0
875,1376,90.0
875,1390,1682.0
875,1391,257.0
875,1403,381733.0
875,1405,148935.0
875,1408,18.0
875,1411,15451.0
875,1420,37831.0
875,1426,43950.0
875,1433,526539.0
875,1435,171.0
875,1437,894262.0
875,1438,28374.0
875,1441,12.0
875,1450,19052.0
875,1456,289029.0
875,1457,2339.0
875,1460,261.0
875,1462,15.0
875,1470,480245.0
875,1480,282045.0
875,1482,6.0
875,1484,20051.0
875,1485,227110.0
875,1488,26.0
875,1517,153838.0
875,1518,132.0
875,1521,16638.0
875,1524,2.0
875,1543,4.0
875,1573,7.0
875,1613,89881.0
875,1615,153.0
875,1628,38614.0
875,1630,163493.0
875,1633,4.0
875,1636,6476.0
875,1664,117.0
875,1686,122.0
875,1691,2.0
875,1695,6.0
875,1698,7.0
875,1730,30.0
875,1752,14168.0
875,1773,70066.0
875,1780,12.0
875,1790,4553.0
875,1799,659.0
875,1807,8269.0
875,1820,60907.0
875,1822,132444.0
875,1823,17445.0
875,1826,8370.0
875,1831,112577.0
875,1834,10759.0
875,1835,3.0
875,1837,180152.0
875,1844,5.0
876,39,7.0
876,179,82.0
876,344,22.0
876,391,61282.0
876,485,718.0
876,507,139.0
876,731,124.0
876,880,18.0
876,1047,115.0
876,1054,326.0
876,1264,546.0
876,1365,537.0
876,1417,30.0
876,1629,57.0
876,1644,60.0
876,1682,90.0
877,29,5.0
877,30,13.0
877,32,150882.0
877,40,24890.0
877,56,134.0
877,62,1855.0
877,69,234319.0
877,75,812.0
877,82,109.0
877,86,108302.0
877,88,21731.0
877,98,2.0
877,102,12045.0
877,108,17058.0
877,114,915455.0
877,123,183967.0
877,139,549.0
877,145,14403.0
877,149,283.0
877,156,74.0
877,158,16206.0
877,161,653.0
877,165,4.0
877,169,6012.0
877,176,13556.0
877,181,13.0
877,184,30750.0
877,188,59658.0
877,196,17927.0
877,206,113484.0
877,207,131761.0
877,209,22799.0
877,211,49017.0
877,215,464464.0
877,223,9.0
877,226,2175.0
877,239,1286.0
877,240,19.0
877,246,163682.0
877,250,704.0
877,251,2437.0
877,257,215.0
877,259,46736.0
877,266,242441.0
877,293,113.0
877,310,26050.0
877,311,144521.0
877,315,2044.0
877,317,220751.0
877,321,21803.0
877,334,36954.0
877,337,111.0
877,343,4.0
877,349,622.0
877,353,69121.0
877,356,130896.0
877,379,39249.0
877,381,1195.0
877,383,52542.0
877,389,935598.0
877,391,876254.0
877,403,141.0
877,432,12524.0
877,435,352588.0
877,436,496.0
877,439,18117.0
877,444,100092.0
877,452,45.0
877,462,8604.0
877,470,4.0
877,478,83721.0
877,487,6.0
877,494,13336.0
877,500,403075.0
877,503,6605.0
877,505,1212.0
877,506,12448.0
877,507,110338.0
877,512,37143.0
877,525,9253.0
877,526,188183.0
877,543,166334.0
877,545,82.0
877,548,14583.0
877,577,436.0
877,579,358915.0
877,585,2785.0
877,591,152.0
877,594,906.0
877,595,13802.0
877,597,536.0
877,613,461.0
877,615,23414.0
877,625,91975.0
877,649,5.0
877,665,240503.0
877,669,112.0
877,671,12302.0
877,672,11242.0
877,674,984917.0
877,683,143125.0
877,686,415.0
877,709,697620.0
877,711,538710.0
877,715,467208.0
877,716,14391.0
877,718,4798.0
877,730,7.0
877,731,42088.0
877,738,4881.0
877,749,13.0
877,757,10797.0
877,758,3929.0
877,759,1297.0
877,760,624.0
877,766,1466962.0
877,801,13.0
877,809,6.0
877,828,191816.0
877,852,11158.0
877,873,10051.0
877,875,883590.0
877,879,3476.0
877,882,6.0
877,890,816.0
877,902,6809.0
877,903,69.0
877,908,12.0
877,910,704127.0
877,911,198044.0
877,914,67753.0
877,915,6.0
877,918,888.0
877,926,135.0
877,944,11.0
877,945,12883.0
877,956,168.0
877,964,2788.0
877,966,61.0
877,970,3.0
877,978,108788.0
877,982,247984.0
877,984,2306.0
877,989,207283.0
877,993,145276.0
877,994,129336.0
877,997,327770.0
877,1000,48214.0
877,1004,136.0
877,1008,140.0
877,1011,808.0
877,1016,427740.0
877,1018,282.0
877,1022,125282.0
877,1031,39206.0
877,1035,16052.0
877,1038,150216.0
877,1043,173.0
877,1060,495.0
877,1061,73970.0
877,1066,36.0
877,1067,17808.0
877,1068,381188.0
877,1072,107011.0
877,1075,1197.0
877,1082,80706.0
877,1094,119.0
877,1106,33346.0
877,1107,62423.0
877,1109,10.0
877,1117,4077.0
877,1139,513530.0
877,1162,377492.0
877,1163,374.0
877,1171,416211.0
877,1176,29584.0
877,1185,2010.0
877,1189,42.0
877,1200,1081616.0
877,1201,1864.0
877,1210,115.0
877,1214,49.0
877,1222,4381.0
877,1231,433.0
877,1240,289510.0
877,1242,764.0
877,1243,93119.0
877,1252,345463.0
877,1255,647852.0
877,1264,39463.0
877,1287,110425.0
877,1292,3346.0
877,1297,8283.0
877,1304,50035.0
877,1312,62577.0
877,1316,2.0
877,1320,2441.0
877,1321,103973.0
877,1322,90172.0
877,1328,476.0
877,1339,38.0
877,1340,12067.0
877,1350,16296.0
877,1352,10513.0
877,1353,19667.0
877,1361,18.0
877,1372,191228.0
877,1382,4997.0
877,1391,456.0
877,1401,10622.0
877,1402,162980.0
877,1403,369500.0
877,1405,110725.0
877,1408,114291.0
877,1411,177.0
877,1413,34966.0
877,1418,18.0
877,1421,28524.0
877,1423,1.0
877,1426,1023.0
877,1433,740967.0
877,1437,1485008.0
877,1438,17122.0
877,1440,600.0
877,1454,66136.0
877,1456,444153.0
877,1457,203996.0
877,1460,39015.0
877,1462,34398.0
877,1470,425333.0
877,1480,311483.0
877,1484,26596.0
877,1485,4.0
877,1504,2.0
877,1517,183553.0
877,1520,233.0
877,1521,39389.0
877,1524,6415.0
877,1525,49.0
877,1534,34297.0
877,1542,4.0
877,1548,418749.0
877,1549,20.0
877,1573,9.0
877,1594,25810.0
877,1602,58247.0
877,1613,52335.0
877,1614,457801.0
877,1628,17494.0
877,1630,188833.0
877,1642,285.0
877,1694,4.0
877,1752,14694.0
877,1773,35808.0
877,1780,10.0
877,1820,54916.0
877,1821,23986.0
877,1822,400120.0
877,1829,6.0
877,1831,117454.0
877,1834,4.0
877,1837,236331.0
877,1841,26789.0
877,1843,31711.0
877,1844,20247.0
877,1847,75939.0
879,32,23742.0
879,75,6.0
879,82,30.0
879,123,45941.0
879,169,228.0
879,206,855.0
879,211,56.0
879,215,3.0
879,240,2.0
879,246,252.0
879,311,24.0
879,313,192.0
879,321,26.0
879,335,179.0
879,343,44.0
879,379,166853.0
879,389,1006.0
879,391,116589.0
879,432,121.0
879,452,5.0
879,478,1545.0
879,485,863.0
879,526,225.0
879,536,105.0
879,683,17945.0
879,686,521.0
879,691,20.0
879,711,53483.0
879,719,615.0
879,749,137.0
879,759,3.0
879,760,69.0
879,875,31016.0
879,877,3844.0
879,902,5.0
879,918,238.0
879,926,28.0
879,964,11.0
879,978,517.0
879,982,748.0
879,989,313.0
879,994,30458.0
879,1072,525.0
879,1162,286.0
879,1176,242.0
879,1185,3.0
879,1189,28.0
879,1240,88.0
879,1252,91.0
879,1255,4546.0
879,1304,126.0
879,1320,9.0
879,1353,16.0
879,1372,458.0
879,1403,674.0
879,1405,1390.0
879,1433,52.0
879,1437,4.0
879,1456,163.0
879,1470,249.0
879,1480,7.0
879,1517,205.0
879,1541,172.0
879,1613,311.0
879,1628,106.0
879,1630,94.0
879,1664,126.0
879,1700,10.0
880,41,3114.0
880,307,64.0
880,685,3.0
880,876,22.0
880,1109,73.0
880,1664,173.0
881,155,191.0
881,389,7911.0
881,485,205.0
881,1470,59.0
882,189,6.0
882,215,2.0
882,500,22.0
882,537,6.0
882,685,7.0
882,709,3.0
882,877,9.0
882,1016,11.0
882,1231,6.0
882,1437,6.0
882,1522,7.0
882,1573,58.0
882,1613,16.0
883,386,6.0
883,389,4267.0
883,500,36.0
883,575,3.0
883,719,362.0
883,1313,20.0
883,1372,96.0
887,215,1.0
887,1573,5.0
888,313,1.0
888,391,22214.0
888,711,42826.0
888,719,73.0
888,1644,1.0
888,1664,208.0
890,300,138.0
890,322,138.0
890,870,123.0
890,901,129.0
890,1066,142.0
890,1068,149.0
890,1072,161.0
890,1101,2979.0
891,766,8435.0
891,1573,3.0
892,246,237.0
892,500,307.0
894,215,6012.0
894,685,1668.0
894,766,2.0
894,1364,8.0
894,1573,10.0
895,875,8.0
897,164,102.0
897,1533,297.0
898,1573,2.0
899,63,93.0
899,105,1.0
899,114,128773.0
899,117,4.0
899,137,1.0
899,145,57.0
899,169,114.0
899,206,39.0
899,234,91.0
899,239,33.0
899,246,49.0
899,256,332.0
899,289,43.0
899,290,1.0
899,296,115.0
899,317,75360.0
899,321,12.0
899,345,170.0
899,356,36087.0
899,361,7.0
899,375,3.0
899,383,7594.0
899,391,35820.0
899,435,54430.0
899,452,4.0
899,476,45.0
899,500,388.0
899,504,10.0
899,526,9473.0
899,560,1.0
899,565,50.0
899,605,75.0
899,609,11.0
899,613,16.0
899,619,7.0
899,623,75.0
899,685,16.0
899,711,22468.0
899,716,3.0
899,719,98.0
899,759,41.0
899,760,16.0
899,766,427.0
899,872,12.0
899,902,8426.0
899,918,70.0
899,940,6.0
899,972,1.0
899,978,38.0
899,982,42605.0
899,988,2.0
899,989,50.0
899,994,29276.0
899,1004,139.0
899,1011,3.0
899,1022,12.0
899,1043,22.0
899,1066,10.0
899,1068,6441.0
899,1072,101.0
899,1101,5.0
899,1166,132.0
899,1200,57512.0
899,1240,203.0
899,1246,1645.0
899,1252,6.0
899,1258,16449.0
899,1264,187.0
899,1277,2.0
899,1320,15.0
899,1328,28.0
899,1353,95.0
899,1406,15.0
899,1423,5.0
899,1435,1281.0
899,1438,3.0
899,1450,47.0
899,1488,8.0
899,1504,144.0
899,1549,240.0
899,1567,58.0
899,1596,15.0
899,1613,39.0
899,1629,301.0
899,1631,7.0
899,1645,85.0
899,1664,192.0
899,1698,2.0
899,1700,4.0
899,1752,42.0
899,1785,27.0
899,1823,2.0
899,1837,52.0
900,1226,192.0
900,1227,186.0
901,114,42074.0
901,169,7.0
901,245,133.0
901,290,45.0
901,335,11.0
901,383,182.0
901,391,41998.0
901,526,250.0
901,560,2.0
901,711,103021.0
901,890,129.0
901,994,31501.0
901,1004,126.0
901,1047,344.0
901,1054,140.0
901,1450,22.0
901,1541,135.0
901,1628,5.0
902,32,2827.0
902,38,3190.0
902,41,41.0
902,60,988.0
902,75,16539.0
902,114,1105752.0
902,119,4444.0
902,123,1908.0
902,126,11214.0
902,140,1.0
902,145,1472.0
902,163,26.0
902,164,47719.0
902,169,22667.0
902,189,53.0
902,206,92959.0
902,215,493329.0
902,218,571.0
902,234,108.0
902,237,35894.0
902,239,74580.0
902,240,12.0
902,246,154340.0
902,251,379.0
902,256,11444.0
902,258,73174.0
902,262,215.0
902,293,15654.0
902,296,63461.0
902,311,138469.0
902,317,488827.0
902,321,153136.0
902,334,110.0
902,344,7785.0
902,353,2089.0
902,356,115632.0
902,379,256.0
902,381,28053.0
902,383,418369.0
902,389,331114.0
902,391,567878.0
902,432,8063.0
902,435,413809.0
902,452,33.0
902,462,2525.0
902,476,68.0
902,478,1344.0
902,499,2.0
902,500,228.0
902,506,182.0
902,526,763421.0
902,539,69.0
902,548,2.0
902,549,1.0
902,560,114.0
902,576,707.0
902,579,12.0
902,585,199.0
902,610,73.0
902,613,10487.0
902,618,65147.0
902,619,6478.0
902,625,489.0
902,632,1395.0
902,648,620.0
902,683,514.0
902,686,20.0
902,709,97381.0
902,711,317263.0
902,715,1192.0
902,716,155.0
902,727,35565.0
902,731,148926.0
902,752,14788.0
902,758,2239.0
902,760,62369.0
902,766,398.0
902,875,2205.0
902,877,6786.0
902,899,9650.0
902,916,97.0
902,918,121.0
902,926,138.0
902,953,2430.0
902,959,61.0
902,970,191.0
902,972,8.0
902,978,108309.0
902,982,358274.0
902,984,1649.0
902,988,1116.0
902,989,252675.0
902,994,104377.0
902,997,683.0
902,998,157.0
902,1004,40.0
902,1011,21328.0
902,1016,559300.0
902,1021,65.0
902,1022,245785.0
902,1027,14.0
902,1066,12688.0
902,1068,276371.0
902,1072,83524.0
902,1075,11.0
902,1090,4940.0
902,1101,132244.0
902,1109,19060.0
902,1162,104.0
902,1176,55.0
902,1185,13103.0
902,1189,147.0
902,1200,1237720.0
902,1201,65946.0
902,1221,2.0
902,1231,198090.0
902,1240,775.0
902,1251,47130.0
902,1252,169649.0
902,1255,5914.0
902,1264,129874.0
902,1270,5.0
902,1277,338.0
902,1304,405.0
902,1308,51.0
902,1320,14713.0
902,1321,2265.0
902,1328,77631.0
902,1353,245781.0
902,1359,93809.0
902,1374,13990.0
902,1376,46501.0
902,1391,43030.0
902,1403,1051.0
902,1404,392.0
902,1405,1488.0
902,1406,36625.0
902,1411,158.0
902,1414,14.0
902,1426,29809.0
902,1430,1055.0
902,1433,1101.0
902,1437,1441.0
902,1438,13.0
902,1456,709.0
902,1457,116.0
902,1460,638.0
902,1462,1081.0
902,1470,4308.0
902,1480,281.0
902,1485,3645.0
902,1504,90.0
902,1517,157565.0
902,1522,300.0
902,1549,39448.0
902,1613,138970.0
902,1628,27.0
902,1630,1668.0
902,1631,1854.0
902,1645,8636.0
902,1656,1184.0
902,1664,132.0
902,1752,12872.0
902,1773,51.0
902,1783,7245.0
902,1799,23243.0
902,1820,129896.0
902,1822,525.0
902,1831,870.0
902,1837,338035.0
903,32,46.0
903,123,34880.0
903,156,107.0
903,169,488.0
903,196,7528.0
903,211,120.0
903,215,58076.0
903,246,55.0
903,311,108.0
903,321,320.0
903,334,3898.0
903,389,31528.0
903,432,4.0
903,478,221.0
903,494,56.0
903,510,53.0
903,526,45960.0
903,669,28.0
903,709,78004.0
903,718,3348.0
903,719,947.0
903,766,108620.0
903,847,92.0
903,875,121155.0
903,890,170.0
903,978,55.0
903,982,5396.0
903,994,34.0
903,1068,47.0
903,1162,164440.0
903,1176,47.0
903,1200,48621.0
903,1240,100473.0
903,1255,81026.0
903,1258,107.0
903,1313,144.0
903,1372,113.0
903,1405,302.0
903,1420,10324.0
903,1433,142726.0
903,1437,154152.0
903,1456,1156.0
903,1470,174255.0
903,1480,69355.0
903,1567,437.0
903,1573,14.0
903,1628,79.0
903,1630,1384.0
903,1664,344.0
903,1710,10.0
903,1831,11.0
907,478,108.0
907,507,130.0
907,1176,131.0
907,1372,141.0
907,1403,131.0
907,1450,126.0
908,114,75695.0
908,317,70943.0
908,875,139769.0
908,877,11.0
908,978,212.0
908,982,337125.0
908,1072,254.0
908,1435,52998.0
908,1437,313.0
908,1613,55923.0
909,766,28301.0
909,1200,2953.0
910,114,138332.0
910,123,1300.0
910,156,2.0
910,164,9.0
910,215,429669.0
910,246,47736.0
910,311,1705.0
910,317,122.0
910,356,196.0
910,389,126436.0
910,391,237554.0
910,435,75969.0
910,500,534228.0
910,506,10.0
910,674,3157.0
910,709,444198.0
910,711,260711.0
910,732,1.0
910,758,2.0
910,766,1238817.0
910,875,86827.0
910,877,663885.0
910,982,601.0
910,1016,390351.0
910,1068,63859.0
910,1072,1416.0
910,1200,554245.0
910,1240,1549.0
910,1252,173918.0
910,1255,77862.0
910,1353,51972.0
910,1403,1870.0
910,1433,85846.0
910,1437,417178.0
910,1470,1620.0
910,1613,1516.0
911,240,19.0
911,389,7668.0
911,674,736311.0
911,753,23.0
911,828,2915.0
911,877,195744.0
911,1171,59362.0
911,1200,4829.0
911,1255,49268.0
911,1433,54899.0
911,1437,55682.0
911,1822,5005.0
912,283,11.0
912,558,1.0
912,846,2.0
912,1724,76.0
914,114,70501.0
914,215,184.0
914,389,60.0
914,391,39.0
914,500,43475.0
914,526,15684.0
914,709,1756.0
914,711,55198.0
914,766,54427.0
914,877,70497.0
914,982,428.0
914,1016,266621.0
914,1437,18101.0
914,1470,1023.0
914,1613,7.0
915,1573,2.0
916,114,53983.0
916,145,165.0
916,169,5.0
916,317,4221.0
916,391,11294.0
916,500,6971.0
916,711,65844.0
916,1011,172.0
916,1016,41088.0
916,1101,3.0
916,1200,1955.0
916,1353,4.0
917,215,4330.0
917,500,108872.0
917,760,5.0
917,877,198.0
917,1252,23685.0
917,1264,277.0
918,29,26.0
918,32,486.0
918,39,54.0
918,75,18.0
918,82,381.0
918,114,154481.0
918,123,6030.0
918,163,19.0
918,164,13.0
918,179,10.0
918,204,1.0
918,206,51.0
918,215,195.0
918,234,141.0
918,239,31.0
918,240,25.0
918,246,23042.0
918,256,94.0
918,290,29.0
918,296,51.0
918,311,446.0
918,317,63122.0
918,321,455.0
918,331,1.0
918,343,24.0
918,344,39.0
918,356,8590.0
918,379,140721.0
918,381,79.0
918,383,454.0
918,389,41526.0
918,391,167275.0
918,435,23898.0
918,452,29.0
918,476,31.0
918,478,1288.0
918,485,129.0
918,499,5.0
918,500,11149.0
918,506,5.0
918,508,29.0
918,510,5.0
918,526,5.0
918,534,5.0
918,549,11.0
918,590,1.0
918,605,3.0
918,618,144.0
918,619,21.0
918,683,35036.0
918,685,6.0
918,686,596.0
918,709,67.0
918,711,82578.0
918,719,484.0
918,727,115.0
918,731,141.0
918,749,9.0
918,760,144.0
918,875,37696.0
918,877,1878.0
918,899,47.0
918,902,78.0
918,964,347.0
918,978,87.0
918,982,722.0
918,988,59.0
918,989,28021.0
918,994,64712.0
918,1011,52.0
918,1022,7.0
918,1029,30.0
918,1068,593.0
918,1072,801.0
918,1161,2.0
918,1162,2404.0
918,1176,4.0
918,1185,95.0
918,1189,1164.0
918,1200,99155.0
918,1201,40.0
918,1240,67.0
918,1251,16.0
918,1252,176.0
918,1255,36143.0
918,1264,56.0
918,1277,47.0
918,1297,1.0
918,1320,91.0
918,1328,6.0
918,1353,275.0
918,1359,22.0
918,1372,340.0
918,1403,612.0
918,1405,4444.0
918,1406,86.0
918,1426,1196.0
918,1433,66.0
918,1456,204.0
918,1480,341.0
918,1485,41.0
918,1504,14.0
918,1517,48354.0
918,1596,12.0
918,1613,1779.0
918,1628,3.0
918,1645,56.0
918,1696,136.0
918,1699,94.0
918,1700,19.0
918,1752,19.0
918,1799,13.0
918,1820,10.0
918,1837,7.0
919,505,4.0
920,972,4519.0
921,249,6.0
921,314,49.0
921,366,28.0
921,544,4702.0
921,802,22.0
921,935,919.0
921,1148,23.0
921,1167,5.0
921,1216,2.0
921,1329,264.0
921,1347,2590.0
921,1388,762.0
921,1503,23.0
921,1585,20.0
921,1635,5.0
921,1707,7.0
921,1741,1832.0
921,1759,34.0
921,1764,52.0
921,1768,7.0
921,1778,2.0
921,1779,34.0
921,1784,138.0
921,1793,173.0
921,1796,4.0
921,1817,12.0
921,1824,7893.0
921,1834,433.0
921,1845,28.0
922,70,40.0
922,421,717.0
922,1345,347.0
923,505,44.0
925,240,7.0
925,719,39.0
925,1240,8924.0
925,1304,1.0
925,1405,8.0
925,1433,53.0
925,1437,12308.0
926,41,153.0
926,117,28.0
926,123,320.0
926,134,58.0
926,179,12.0
926,206,33.0
926,245,137.0
926,256,160.0
926,311,113.0
926,313,161.0
926,335,162.0
926,361,7.0
926,379,269.0
926,389,40624.0
926,391,609.0
926,485,581.0
926,494,70.0
926,506,3.0
926,548,41.0
926,610,12.0
926,613,16.0
926,685,6.0
926,879,30.0
926,943,53.0
926,956,122.0
926,1004,127.0
926,1016,53.0
926,1067,5.0
926,1068,41499.0
926,1162,84.0
926,1176,227.0
926,1200,50979.0
926,1256,2.0
926,1339,5.0
926,1390,5.0
926,1403,1069.0
926,1426,66.0
926,1433,639.0
926,1456,60.0
926,1541,30.0
926,1631,5.0
926,1645,3.0
927,246,5769.0
927,982,538.0
927,1221,4.0
927,1510,1.0
928,674,43370.0
928,1024,221.0
928,1171,7.0
929,692,6.0
930,114,62260.0
930,246,1117.0
930,709,386.0
930,711,360.0
930,1200,37.0
933,1016,30575.0
935,156,12.0
935,802,42.0
935,921,793.0
935,1329,4.0
936,52,1813.0
936,156,56.0
936,391,48084.0
936,686,211.0
936,711,42229.0
936,719,27.0
936,875,19210.0
936,1324,68.0
936,1404,53.0
936,1405,68.0
936,1478,9.0
936,1579,140.0
936,1644,4.0
937,1016,9823.0
937,1462,8483.0
938,875,4.0
939,536,36.0
940,126,47.0
940,179,2.0
940,206,68.0
940,237,9.0
940,311,7.0
940,361,44.0
940,381,10.0
940,403,3.0
940,435,13458.0
940,485,736.0
940,534,8.0
940,588,1.0
940,612,127.0
940,685,31.0
940,691,109.0
940,709,483.0
940,716,20.0
940,719,1139.0
940,1022,18.0
940,1047,1.0
940,1066,17.0
940,1068,45693.0
940,1200,45186.0
940,1339,1.0
940,1406,2.0
940,1549,2.0
940,1628,8.0
940,1631,19.0
940,1645,95.0
941,173,72.0
943,173,142.0
943,670,96.0
943,1022,47.0
943,1508,179.0
944,149,7.0
944,500,13.0
944,506,5.0
944,537,5.0
944,685,3.0
944,709,5.0
944,732,1.0
944,875,9.0
944,1016,3.0
944,1437,4.0
944,1573,40.0
945,877,12682.0
947,41,45.0
947,60,5.0
947,137,42.0
947,145,35.0
947,585,40.0
947,735,49.0
947,1022,89.0
947,1176,33.0
947,1185,2.0
947,1231,78.0
947,1252,77.0
947,1264,28.0
947,1411,50.0
947,1517,42.0
947,1573,60.0
948,674,527.0
948,1024,276.0
948,1171,92.0
949,88,6.0
949,1186,7.0
949,1217,179.0
949,1254,2.0
949,1607,6.0
951,91,6.0
951,152,2.0
951,647,1.0
951,1505,3.0
953,114,6292.0
953,234,2.0
953,311,2644.0
953,391,141.0
953,619,2.0
953,766,892.0
953,902,2202.0
953,1573,8.0
956,211,8048.0
956,232,115.0
956,240,113.0
956,379,141.0
956,478,111.0
956,485,393.0
956,494,136.0
956,507,120.0
956,532,123.0
956,588,128.0
956,674,117.0
956,718,33.0
956,719,757.0
956,875,123.0
956,877,144.0
956,903,27.0
956,907,113.0
956,926,120.0
956,1033,111.0
956,1162,141.0
956,1318,40.0
956,1372,130.0
956,1433,22488.0
956,1470,27519.0
956,1485,15.0
956,1541,136.0
956,1630,207.0
956,1752,39.0
957,176,152.0
957,389,531.0
957,574,1.0
957,1362,6.0
957,1449,1.0
957,1738,9.0
959,114,38456.0
959,317,54993.0
959,452,1.0
959,749,119.0
959,1019,153.0
959,1426,49.0
961,1037,2.0
962,766,21083.0
963,114,56194.0
963,215,41528.0
963,356,149.0
963,391,61974.0
963,435,386.0
963,500,62971.0
963,709,62722.0
963,711,3286.0
963,766,338683.0
963,982,1081.0
963,1016,186504.0
963,1200,77593.0
963,1252,77833.0
963,1433,32.0
963,1437,222.0
963,1462,28333.0
963,1573,2.0
964,32,24382.0
964,82,9.0
964,123,1417.0
964,158,27.0
964,169,240.0
964,206,83.0
964,211,6.0
964,215,114.0
964,239,3.0
964,240,14.0
964,246,296.0
964,311,22.0
964,343,294.0
964,379,135457.0
964,389,25521.0
964,391,72163.0
964,452,17.0
964,478,2.0
964,485,1003.0
964,526,61.0
964,585,35.0
964,683,64012.0
964,686,236.0
964,711,76684.0
964,719,1153.0
964,759,142.0
964,875,30947.0
964,877,1405.0
964,902,1.0
964,918,369.0
964,978,416.0
964,982,213.0
964,989,381.0
964,1022,9.0
964,1068,17.0
964,1072,545.0
964,1162,2338.0
964,1176,393.0
964,1189,9.0
964,1240,122.0
964,1252,357.0
964,1255,462.0
964,1353,35.0
964,1372,9.0
964,1403,61.0
964,1405,715.0
964,1433,516.0
964,1437,8.0
964,1456,5.0
964,1461,36.0
964,1470,233.0
964,1480,70.0
964,1485,3.0
964,1517,643.0
964,1613,36.0
964,1628,1275.0
964,1630,5.0
965,628,3841.0
965,661,59.0
965,674,5896.0
966,114,61798.0
966,145,10.0
966,317,575.0
966,435,126.0
966,500,99509.0
966,526,27.0
966,766,61211.0
966,875,13277.0
966,877,10.0
966,982,179927.0
966,1072,750.0
966,1200,50510.0
966,1252,83258.0
966,1435,65898.0
966,1613,2075.0
967,114,10849.0
967,1016,59619.0
968,1016,51581.0
969,1462,4450.0
970,114,186249.0
970,145,114.0
970,164,171.0
970,215,13975.0
970,246,45193.0
970,317,132045.0
970,383,1.0
970,391,32969.0
970,435,20045.0
970,500,27313.0
970,526,66570.0
970,709,1621.0
970,711,22673.0
970,727,12.0
970,766,157886.0
970,872,1.0
970,877,459.0
970,902,31.0
970,982,40370.0
970,994,17415.0
970,1016,138596.0
970,1022,3391.0
970,1068,11630.0
970,1200,29254.0
970,1231,1.0
970,1252,89094.0
970,1255,10703.0
970,1264,2.0
970,1320,1167.0
970,1376,9.0
970,1433,217.0
970,1517,7873.0
970,1522,14.0
970,1549,86.0
970,1613,199.0
971,1022,3402.0
972,75,16.0
972,169,16.0
972,237,54.0
972,239,13.0
972,311,69.0
972,321,2.0
972,356,11.0
972,381,2.0
972,403,20.0
972,432,126.0
972,435,89200.0
972,496,8.0
972,618,1.0
972,683,4267.0
972,691,2.0
972,709,29.0
972,716,127.0
972,719,128.0
972,731,7.0
972,918,9.0
972,920,4476.0
972,989,2.0
972,994,119.0
972,1066,5.0
972,1068,10499.0
972,1200,30059.0
972,1252,6744.0
972,1256,2.0
972,1264,2.0
972,1339,7.0
972,1353,18.0
972,1359,7.0
972,1374,8.0
972,1376,12.0
972,1390,2.0
972,1406,13.0
972,1549,1.0
972,1628,56.0
972,1645,26.0
972,1664,364.0
972,1799,3.0
972,1820,2.0
972,1837,32.0
973,1573,5.0
973,1698,28.0
975,721,3.0
975,875,1856.0
975,1189,182.0
975,1482,2.0
975,1691,5.0
976,49,65.0
976,1016,47.0
977,70,2.0
977,88,3986.0
977,91,5.0
977,94,17.0
977,152,19.0
977,174,8.0
977,236,1.0
977,482,2.0
977,483,13.0
977,505,145.0
977,509,22.0
977,562,7.0
977,567,5.0
977,645,6.0
977,647,51.0
977,684,5.0
977,689,23.0
977,726,10.0
977,787,9.0
977,806,49.0
977,818,7.0
977,844,20.0
977,951,7.0
977,1040,16.0
977,1048,10.0
977,1121,320.0
977,1145,9.0
977,1192,3.0
977,1217,1.0
977,1346,14.0
977,1354,3.0
977,1383,27.0
977,1422,5.0
977,1451,27.0
977,1476,4.0
977,1505,4.0
977,1536,30.0
977,1537,2.0
977,1570,165.0
977,1590,1.0
977,1597,78.0
977,1660,20.0
977,1672,5.0
977,1677,35.0
977,1742,1.0
978,29,46.0
978,30,99.0
978,32,39119.0
978,39,74.0
978,41,120.0
978,75,1393.0
978,82,180.0
978,88,312.0
978,93,2.0
978,114,402895.0
978,117,45.0
978,123,11792.0
978,145,1248.0
978,158,1.0
978,169,442.0
978,176,210.0
978,179,2.0
978,206,107097.0
978,211,726.0
978,215,22064.0
978,221,84.0
978,239,1017.0
978,240,650.0
978,246,94571.0
978,251,92.0
978,256,181.0
978,290,1.0
978,296,213.0
978,299,4.0
978,311,48352.0
978,313,102.0
978,317,144094.0
978,321,20746.0
978,325,3.0
978,334,21.0
978,343,542.0
978,353,10291.0
978,356,43457.0
978,379,202345.0
978,381,90.0
978,383,96739.0
978,386,827.0
978,389,506037.0
978,391,295855.0
978,432,188.0
978,435,114394.0
978,452,434.0
978,460,217.0
978,476,35.0
978,478,268.0
978,500,61176.0
978,506,283.0
978,507,118.0
978,526,36566.0
978,572,86.0
978,575,1078.0
978,576,147.0
978,585,544.0
978,609,606.0
978,610,143.0
978,613,1423.0
978,618,481.0
978,619,191.0
978,622,6.0
978,683,28163.0
978,686,1822.0
978,687,228.0
978,691,2.0
978,709,57163.0
978,711,145601.0
978,719,918.0
978,727,24.0
978,731,53103.0
978,749,22.0
978,752,14.0
978,759,36.0
978,760,706.0
978,766,12368.0
978,771,3926.0
978,778,368.0
978,875,147443.0
978,877,112873.0
978,879,143.0
978,899,48.0
978,902,104286.0
978,903,52.0
978,918,564.0
978,926,44.0
